date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:59:55	40667/40667	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Dec%202016%2003:04:02%20GMT	http://codecares.com/html/seba/js/owl.carousel.min.js	C:/docteur/codecares.com/html/seba/js/owl.carousel.min.js	(from http://codecares.com/html/seba/index-one.html)
11:59:56	2885/2885	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2017%20Oct%202016%2004:13:36%20GMT	http://codecares.com/html/seba/js/VideoPlayerPopUp.js	C:/docteur/codecares.com/html/seba/js/VideoPlayerPopUp.js	(from http://codecares.com/html/seba/index-one.html)
11:59:56	60107/60107	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2009%20Feb%202018%2015:54:56%20GMT	http://codecares.com/html/seba/js/jquery.mb.YTPlayer.min.js	C:/docteur/codecares.com/html/seba/js/jquery.mb.YTPlayer.min.js	(from http://codecares.com/html/seba/index-one.html)
11:59:56	4468/4468	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2010%20Feb%202018%2018:20:40%20GMT	http://codecares.com/html/seba/js/animated-text.js	C:/docteur/codecares.com/html/seba/js/animated-text.js	(from http://codecares.com/html/seba/index-one.html)
11:59:57	8415/8415	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Jan%202018%2010:35:10%20GMT	http://codecares.com/html/seba/js/wow.min.js	C:/docteur/codecares.com/html/seba/js/wow.min.js	(from http://codecares.com/html/seba/index-one.html)
11:59:57	5624/5624	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2017%20Aug%202018%2019:23:54%20GMT	http://codecares.com/html/seba/js/main.js	C:/docteur/codecares.com/html/seba/js/main.js	(from http://codecares.com/html/seba/index-one.html)
11:59:58	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Mar%202017%2018:53:42%20GMT	http://codecares.com/html/seba/fonts/glyphicons-halflings-regular.eot	C:/docteur/codecares.com/html/seba/fonts/glyphicons-halflings-regular.eot	(from http://codecares.com/html/seba/css/bootstrap.min.css)
11:59:58	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Mar%202017%2018:53:42%20GMT	http://codecares.com/html/seba/fonts/glyphicons-halflings-regular.eot?	C:/docteur/codecares.com/html/seba/fonts/glyphicons-halflings-regulard41d.eot	(from http://codecares.com/html/seba/css/bootstrap.min.css)
12:00:00	18028/18028	---M--	200	added ('OK')	font/woff2	date:Mon,%2006%20Mar%202017%2018:53:42%20GMT	http://codecares.com/html/seba/fonts/glyphicons-halflings-regular.woff2	C:/docteur/codecares.com/html/seba/fonts/glyphicons-halflings-regular.woff2	(from http://codecares.com/html/seba/css/bootstrap.min.css)
12:00:00	108738/108738	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Mar%202017%2018:53:42%20GMT	http://codecares.com/html/seba/fonts/glyphicons-halflings-regular.svg	C:/docteur/codecares.com/html/seba/fonts/glyphicons-halflings-regular.svg	(from http://codecares.com/html/seba/css/bootstrap.min.css)
12:00:01	31000/31000	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Dec%202016%2020:50:34%20GMT	http://codecares.com/html/seba/css/font-awesome.min.css	C:/docteur/codecares.com/html/seba/css/font-awesome.min.css	(from http://codecares.com/html/seba/css/style.css)
12:00:01	18387/18387	---M-Z	200	added ('OK')	text/css	date:Sun,%2014%20Jan%202018%2006:25:20%20GMT	http://codecares.com/html/seba/css/font-awesome-animation.min.css	C:/docteur/codecares.com/html/seba/css/font-awesome-animation.min.css	(from http://codecares.com/html/seba/css/style.css)
12:00:02	23424/23424	---M--	200	added ('OK')	font/woff	date:Mon,%2006%20Mar%202017%2018:53:42%20GMT	http://codecares.com/html/seba/fonts/glyphicons-halflings-regular.woff	C:/docteur/codecares.com/html/seba/fonts/glyphicons-halflings-regular.woff	(from http://codecares.com/html/seba/css/bootstrap.min.css)
12:00:02	8970/8970	---M-Z	200	added ('OK')	text/css	date:Tue,%2007%20Aug%202018%2016:29:50%20GMT	http://codecares.com/html/seba/css/flaticon.css	C:/docteur/codecares.com/html/seba/css/flaticon.css	(from http://codecares.com/html/seba/css/style.css)
12:00:02	1429/1429	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Aug%202016%2013:50:18%20GMT	http://codecares.com/html/seba/css/bootstrap-dropdownhover.css	C:/docteur/codecares.com/html/seba/css/bootstrap-dropdownhover.css	(from http://codecares.com/html/seba/css/style.css)
12:00:03	4290/4290	---M-Z	200	added ('OK')	text/css	date:Sat,%2003%20Dec%202016%2021:27:24%20GMT	http://codecares.com/html/seba/css/owl.css	C:/docteur/codecares.com/html/seba/css/owl.css	(from http://codecares.com/html/seba/css/style.css)
12:00:03	53678/53678	---M-Z	200	added ('OK')	text/css	date:Tue,%2025%20Jul%202017%2005:08:20%20GMT	http://codecares.com/html/seba/css/animate.min.css	C:/docteur/codecares.com/html/seba/css/animate.min.css	(from http://codecares.com/html/seba/css/style.css)
12:00:03	45404/45404	---M--	200	added ('OK')	font/ttf	date:Mon,%2006%20Mar%202017%2018:53:42%20GMT	http://codecares.com/html/seba/fonts/glyphicons-halflings-regular.ttf	C:/docteur/codecares.com/html/seba/fonts/glyphicons-halflings-regular.ttf	(from http://codecares.com/html/seba/css/bootstrap.min.css)
12:00:03	3174/3174	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Mar%202018%2018:03:48%20GMT	http://codecares.com/html/seba/css/VideoPlayerPopUp.css	C:/docteur/codecares.com/html/seba/css/VideoPlayerPopUp.css	(from http://codecares.com/html/seba/css/style.css)
12:00:04	8678/8678	---M-Z	200	added ('OK')	text/css	date:Fri,%2009%20Feb%202018%2015:54:56%20GMT	http://codecares.com/html/seba/css/jquery.mb.YTPlayer.min.css	C:/docteur/codecares.com/html/seba/css/jquery.mb.YTPlayer.min.css	(from http://codecares.com/html/seba/css/style.css)
12:00:04	26847/26847	---M-Z	200	added ('OK')	text/css	date:Tue,%2025%20Apr%202017%2004:02:24%20GMT	http://codecares.com/html/seba/css/animated-text.css	C:/docteur/codecares.com/html/seba/css/animated-text.css	(from http://codecares.com/html/seba/css/style.css)
12:00:06	7263/7263	---M--	200	added ('OK')	image/gif	date:Mon,%2005%20Mar%202018%2021:44:10%20GMT	http://codecares.com/html/seba/images/preloader.gif	C:/docteur/codecares.com/html/seba/images/preloader.gif	(from http://codecares.com/html/seba/css/style.css)
12:00:23	114327/114327	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Aug%202018%2017:51:48%20GMT	http://codecares.com/html/seba/images/slider/1.jpg	C:/docteur/codecares.com/html/seba/images/slider/1.jpg	(from http://codecares.com/html/seba/css/style.css)
12:00:24	110948/110948	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Aug%202018%2017:51:48%20GMT	http://codecares.com/html/seba/images/slider/3.jpg	C:/docteur/codecares.com/html/seba/images/slider/3.jpg	(from http://codecares.com/html/seba/css/style.css)
12:00:24	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Dec%202018%2011:00:23%20GMT	http://codecares.com/html/seba/images/slider/4.jpg	C:/docteur/codecares.com/html/seba/images/slider/4.5c.delayed	(from http://codecares.com/html/seba/css/style.css)
12:00:34	179565/179565	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Aug%202018%2017:51:48%20GMT	http://codecares.com/html/seba/images/slider/2.jpg	C:/docteur/codecares.com/html/seba/images/slider/2.jpg	(from http://codecares.com/html/seba/css/style.css)
12:00:42	45956/45956	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Aug%202018%2017:49:42%20GMT	http://codecares.com/html/seba/images/bg/1.jpg	C:/docteur/codecares.com/html/seba/images/bg/1.jpg	(from http://codecares.com/html/seba/css/style.css)
12:00:45	129573/129573	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Aug%202018%2017:49:42%20GMT	http://codecares.com/html/seba/images/bg/banner.jpg	C:/docteur/codecares.com/html/seba/images/bg/banner.jpg	(from http://codecares.com/html/seba/css/style.css)
12:01:01	114912/114912	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2014:57:02%20GMT	http://codecares.com/html/seba/images/bg/2.jpg	C:/docteur/codecares.com/html/seba/images/bg/2.jpg	(from http://codecares.com/html/seba/css/style.css)
12:01:07	32491/32491	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2014:57:02%20GMT	http://codecares.com/html/seba/images/bg/4.jpg	C:/docteur/codecares.com/html/seba/images/bg/4.jpg	(from http://codecares.com/html/seba/css/style.css)
12:01:26	250147/250147	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2014:57:02%20GMT	http://codecares.com/html/seba/images/bg/3.jpg	C:/docteur/codecares.com/html/seba/images/bg/3.jpg	(from http://codecares.com/html/seba/css/style.css)
12:01:29	555009/555009	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Apr%202018%2019:23:08%20GMT	http://codecares.com/html/seba/images/bg/body.jpg	C:/docteur/codecares.com/html/seba/images/bg/body.jpg	(from http://codecares.com/html/seba/css/style.css)
12:01:29	36483/36483	---M-Z	200	added ('OK')	text/css	date:Thu,%2005%20Apr%202018%2021:35:40%20GMT	http://codecares.com/html/seba/css/bootstrap.rtl.css	C:/docteur/codecares.com/html/seba/css/bootstrap.rtl.css	(from http://codecares.com/html/seba/index-rtl-one.html)
12:01:30	1513/1513	---M-Z	200	added ('OK')	text/css	date:Wed,%2008%20Aug%202018%2023:32:40%20GMT	http://codecares.com/html/seba/css/rtl-style.css	C:/docteur/codecares.com/html/seba/css/rtl-style.css	(from http://codecares.com/html/seba/index-rtl-one.html)
12:01:30	552/552	---M-Z	200	added ('OK')	text/css	date:Wed,%2008%20Aug%202018%2023:25:48%20GMT	http://codecares.com/html/seba/css/rtl-responsive.css	C:/docteur/codecares.com/html/seba/css/rtl-responsive.css	(from http://codecares.com/html/seba/index-rtl-one.html)
